#mode,#try,loss,val_loss,mae,val_mae,train_time
single,64,"[0.05490100756287575, 0.03867656737565994, 0.03201466053724289, 0.02785051241517067, 0.02306510880589485]","[0.04118676483631134, 0.005052715074270964, 0.015416943468153477, 0.01229263935238123, 0.010981302708387375]","[0.19137725234031677, 0.15668319165706635, 0.1461482048034668, 0.1331896334886551, 0.11742865294218063]","[0.19566255807876587, 0.055418964475393295, 0.11196700483560562, 0.09785907715559006, 0.09113211929798126]",18.768531799316406
single,65,"[0.05419239029288292, 0.026971394196152687, 0.02433653175830841, 0.02461947873234749, 0.02393389865756035]","[0.04499221593141556, 0.022529689595103264, 0.007742866408079863, 0.006914236582815647, 0.008148349821567535]","[0.1781046837568283, 0.13650180399417877, 0.1268983781337738, 0.12097258120775223, 0.12516990303993225]","[0.2048502117395401, 0.14011487364768982, 0.07297609001398087, 0.06827869266271591, 0.0754486694931984]",23.781566381454468
single,66,"[0.05255476012825966, 0.03729364275932312, 0.03102601319551468, 0.02605094015598297, 0.02431189827620983]","[0.05519060790538788, 0.03514537587761879, 0.017916956916451454, 0.012197871692478657, 0.01827097125351429]","[0.19175130128860474, 0.15701857209205627, 0.1422118991613388, 0.12847211956977844, 0.12434979528188705]","[0.2291427105665207, 0.18064646422863007, 0.1242111548781395, 0.09848403930664062, 0.12528416514396667]",18.408374309539795
single,67,"[0.0680941715836525, 0.0261700302362442, 0.025877155363559723, 0.022492069751024246, 0.02134934812784195]","[0.03212063014507294, 0.013823317363858223, 0.005976095795631409, 0.005839236546307802, 0.01089328620582819]","[0.2133304923772812, 0.12484082579612732, 0.12314467132091522, 0.11739978939294815, 0.1118256151676178]","[0.17156754434108734, 0.10590677708387375, 0.0627543032169342, 0.06197245419025421, 0.0906393975019455]",18.191267728805542
single,68,"[0.1049950048327446, 0.038656216114759445, 0.027593055739998817, 0.028385937213897705, 0.02636820636689663]","[0.06538411229848862, 0.044526610523462296, 0.04586069658398628, 0.024311061948537827, 0.010987057350575924]","[0.2594318389892578, 0.16391286253929138, 0.1316208690404892, 0.13238412141799927, 0.12336811423301697]","[0.25017237663269043, 0.2042318731546402, 0.2071543186903, 0.1463284194469452, 0.09060483425855637]",19.502832889556885
single,69,"[0.07928601652383804, 0.035140976309776306, 0.03372042626142502, 0.02880031242966652, 0.02638281136751175]","[0.04412143677473068, 0.007872769609093666, 0.03181033208966255, 0.007999873720109463, 0.006250234320759773]","[0.21973936259746552, 0.15497280657291412, 0.15128229558467865, 0.13298042118549347, 0.13045009970664978]","[0.20374466478824615, 0.07419369369745255, 0.17032253742218018, 0.07479529827833176, 0.0644896924495697]",18.678585052490234
single,70,"[0.09135778248310089, 0.04523264616727829, 0.030945060774683952, 0.032933201640844345, 0.024326058104634285]","[0.02507777512073517, 0.01878739520907402, 0.020621279254555702, 0.0063488660380244255, 0.008539758622646332]","[0.23747627437114716, 0.17548024654388428, 0.14157162606716156, 0.14381392300128937, 0.12419109046459198]","[0.14996878802776337, 0.12738338112831116, 0.13402193784713745, 0.06443396210670471, 0.07711798697710037]",24.697842597961426
single,71,"[0.058942560106515884, 0.03258519247174263, 0.024187803268432617, 0.022434217855334282, 0.0226685032248497]","[0.012680530548095703, 0.007777931168675423, 0.011912038549780846, 0.009050239808857441, 0.015613900497555733]","[0.1948348879814148, 0.1464264690876007, 0.12458563596010208, 0.12099910527467728, 0.11463554203510284]","[0.10084094107151031, 0.07364635169506073, 0.09578104317188263, 0.08021685481071472, 0.11256350576877594]",18.349056720733643
single,72,"[0.05005986616015434, 0.031038660556077957, 0.030023494735360146, 0.025016119703650475, 0.02114046737551689]","[0.03357379883527756, 0.01574491336941719, 0.014022924937307835, 0.010255048051476479, 0.015820175409317017]","[0.1757546216249466, 0.14440840482711792, 0.1391625553369522, 0.12435434758663177, 0.11225887387990952]","[0.1760312169790268, 0.11482121795415878, 0.10707907378673553, 0.08799497783184052, 0.11490970104932785]",17.99267888069153
single,73,"[0.062418535351753235, 0.03361998870968819, 0.026828892529010773, 0.024861780926585197, 0.018923567607998848]","[0.04277563467621803, 0.012135449796915054, 0.01062807533890009, 0.010473433881998062, 0.007007806096225977]","[0.19205768406391144, 0.1503450721502304, 0.13233543932437897, 0.1282345950603485, 0.11194577813148499]","[0.2002788484096527, 0.09735538065433502, 0.08910758048295975, 0.08769349753856659, 0.06909610331058502]",18.385347843170166
single,74,"[0.093027263879776, 0.03767476975917816, 0.027924584224820137, 0.02690596505999565, 0.024359432980418205]","[0.03347783535718918, 0.01716272532939911, 0.011489433236420155, 0.012778560630977154, 0.007614747155457735]","[0.22733214497566223, 0.1561209112405777, 0.13172481954097748, 0.13231776654720306, 0.12314192205667496]","[0.17584025859832764, 0.12080404907464981, 0.09394127130508423, 0.09986068308353424, 0.07197508215904236]",23.67588448524475
single,75,"[0.06783565133810043, 0.029075969010591507, 0.02686755172908306, 0.02494414709508419, 0.025634068995714188]","[0.033984534442424774, 0.019275832921266556, 0.012019138783216476, 0.0054181902669370174, 0.012707043439149857]","[0.20110183954238892, 0.14281438291072845, 0.1285652220249176, 0.12680299580097198, 0.12322761118412018]","[0.17735888063907623, 0.1293167918920517, 0.09751719236373901, 0.05857576057314873, 0.10008519142866135]",24.635658264160156
single,76,"[0.07131163775920868, 0.03611811622977257, 0.028166871517896652, 0.024944275617599487, 0.021249884739518166]","[0.036269575357437134, 0.012668920680880547, 0.005057021509855986, 0.0070549980737268925, 0.006573286838829517]","[0.20356598496437073, 0.1504315882921219, 0.13311275839805603, 0.12448818981647491, 0.11286626011133194]","[0.1829967051744461, 0.09981748461723328, 0.056089747697114944, 0.06901341676712036, 0.0661047101020813]",23.788269758224487
single,77,"[0.07782332599163055, 0.03432442620396614, 0.028334302827715874, 0.02564752846956253, 0.023709028959274292]","[0.0361783541738987, 0.033942412585020065, 0.02340993471443653, 0.029369551688432693, 0.02675759792327881]","[0.21513313055038452, 0.14957159757614136, 0.13665075600147247, 0.12671791017055511, 0.12230021506547928]","[0.18404033780097961, 0.17773999273777008, 0.14541445672512054, 0.16447405517101288, 0.15613311529159546]",19.09479832649231
single,78,"[0.04427928477525711, 0.035981711000204086, 0.03388090059161186, 0.023275630548596382, 0.018824443221092224]","[0.037507813423871994, 0.02441302128136158, 0.008901066146790981, 0.011577200144529343, 0.0050801485776901245]","[0.16700884699821472, 0.15390215814113617, 0.1468489170074463, 0.12052406370639801, 0.10990414768457413]","[0.18590956926345825, 0.14692986011505127, 0.07951823621988297, 0.09386308491230011, 0.056279849261045456]",18.42014193534851
single,79,"[0.04506061598658562, 0.03234506770968437, 0.023689808323979378, 0.021400291472673416, 0.0211324542760849]","[0.019944369792938232, 0.010461650788784027, 0.007833556272089481, 0.013552315533161163, 0.004387804307043552]","[0.1664835512638092, 0.14559529721736908, 0.12544633448123932, 0.11980348080396652, 0.1168329194188118]","[0.13059160113334656, 0.08762750029563904, 0.07355213910341263, 0.10258755832910538, 0.050587404519319534]",18.144607305526733
single,80,"[0.0842701867222786, 0.03938925638794899, 0.031095050275325775, 0.023098550736904144, 0.023998446762561798]","[0.055269788950681686, 0.061183568090200424, 0.02353006973862648, 0.007728940807282925, 0.021140500903129578]","[0.2270759642124176, 0.1553659290075302, 0.13982586562633514, 0.12395721673965454, 0.12139345705509186]","[0.22888889908790588, 0.24091973900794983, 0.14290179312229156, 0.07090909034013748, 0.1332312673330307]",24.88500165939331
single,81,"[0.061352264136075974, 0.03148358315229416, 0.023495594039559364, 0.021029116585850716, 0.023010317236185074]","[0.007940874435007572, 0.003640787210315466, 0.019224869087338448, 0.014393078163266182, 0.027036326006054878]","[0.1898796409368515, 0.14148586988449097, 0.11814393103122711, 0.11677829921245575, 0.12151207029819489]","[0.0754445269703865, 0.04675070941448212, 0.1297450214624405, 0.10933354496955872, 0.15599918365478516]",18.748424530029297
single,82,"[0.056487247347831726, 0.029481317847967148, 0.023610588163137436, 0.026348033919930458, 0.023135419934988022]","[0.02297375723719597, 0.013867547735571861, 0.008312643505632877, 0.0071672480553388596, 0.011181611567735672]","[0.1814398616552353, 0.14203961193561554, 0.1247345358133316, 0.12926645576953888, 0.12275189906358719]","[0.14145703613758087, 0.1042182669043541, 0.07547314465045929, 0.0692853257060051, 0.09106487035751343]",19.77899408340454
single,83,"[0.04721159487962723, 0.030969904735684395, 0.027392487972974777, 0.023795809596776962, 0.021771131083369255]","[0.04969610273838043, 0.027848923578858376, 0.005472850054502487, 0.019314317032694817, 0.008178509771823883]","[0.18117515742778778, 0.14088572561740875, 0.1295291632413864, 0.123874731361866, 0.11940902471542358]","[0.21599896252155304, 0.1574590504169464, 0.05785546451807022, 0.12690310180187225, 0.07429027557373047]",18.604342937469482
single,84,"[0.03838307037949562, 0.03009423241019249, 0.02297729253768921, 0.025006182491779327, 0.022755218669772148]","[0.03379882127046585, 0.019383078441023827, 0.01953757368028164, 0.022211944684386253, 0.02705244906246662]","[0.1578141748905182, 0.14000928401947021, 0.11868055164813995, 0.12608683109283447, 0.12354329228401184]","[0.17618702352046967, 0.1288509964942932, 0.12958316504955292, 0.1391146332025528, 0.15497678518295288]",18.184975385665894
single,85,"[0.07210934907197952, 0.034114524722099304, 0.025540832430124283, 0.02523617260158062, 0.02086888812482357]","[0.038437481969594955, 0.011010585352778435, 0.015738470479846, 0.007448537740856409, 0.007636610884219408]","[0.2083105444908142, 0.1522882878780365, 0.1318749636411667, 0.1261110156774521, 0.11868532001972198]","[0.18884515762329102, 0.09091740846633911, 0.11303482204675674, 0.07108433544635773, 0.07236383855342865]",18.588157415390015
single,86,"[0.07074308395385742, 0.030104171484708786, 0.029634060338139534, 0.023287950083613396, 0.029889443889260292]","[0.05559529364109039, 0.037104010581970215, 0.016917958855628967, 0.0065657407976686954, 0.015970129519701004]","[0.20641560852527618, 0.14326642453670502, 0.13643501698970795, 0.12152061611413956, 0.13645856082439423]","[0.22908353805541992, 0.184324249625206, 0.11786700040102005, 0.06555796414613724, 0.11367760598659515]",23.739720106124878
single,87,"[0.04422201216220856, 0.03171840310096741, 0.02945917472243309, 0.026538195088505745, 0.022337161004543304]","[0.034890346229076385, 0.010026570409536362, 0.026126882061362267, 0.02044115774333477, 0.006534661632031202]","[0.1680346578359604, 0.14367510378360748, 0.13895773887634277, 0.13068050146102905, 0.11990173906087875]","[0.17839829623699188, 0.08479055762290955, 0.15090972185134888, 0.13049116730690002, 0.06452839821577072]",19.735946893692017
single,88,"[0.06899978965520859, 0.036865558475255966, 0.033090025186538696, 0.029957186430692673, 0.02504172921180725]","[0.03782133013010025, 0.008565152063965797, 0.03675663098692894, 0.021988656371831894, 0.010103775188326836]","[0.21700680255889893, 0.1554734706878662, 0.1481480896472931, 0.13941940665245056, 0.12119799852371216]","[0.18620026111602783, 0.07680226117372513, 0.18318726122379303, 0.13736480474472046, 0.08551548421382904]",18.694344520568848
single,89,"[0.054972197860479355, 0.039786241948604584, 0.028290458023548126, 0.022452127188444138, 0.019928721711039543]","[0.04189791530370712, 0.016914743930101395, 0.012615209445357323, 0.018218321725726128, 0.024058876559138298]","[0.18479670584201813, 0.16473650932312012, 0.13689292967319489, 0.12067762762308121, 0.11687927693128586]","[0.19718880951404572, 0.11828658729791641, 0.09865643084049225, 0.12380672246217728, 0.14519737660884857]",24.79650044441223
single,90,"[0.07921814173460007, 0.03175875544548035, 0.03028257191181183, 0.030713040381669998, 0.020383914932608604]","[0.04076753556728363, 0.03321531414985657, 0.006596664898097515, 0.02585720270872116, 0.0189569853246212]","[0.21679064631462097, 0.14073629677295685, 0.1432771235704422, 0.13742472231388092, 0.11937123537063599]","[0.19576658308506012, 0.17549653351306915, 0.06647326797246933, 0.1528445929288864, 0.1280447095632553]",23.762890338897705
single,91,"[0.06552615761756897, 0.030139274895191193, 0.02508099377155304, 0.02630014158785343, 0.01999835856258869]","[0.017422690987586975, 0.008819054812192917, 0.016579849645495415, 0.017346246168017387, 0.02893771044909954]","[0.18943603336811066, 0.13738767802715302, 0.12575259804725647, 0.12867265939712524, 0.11415939033031464]","[0.1228536069393158, 0.08130958676338196, 0.11984935402870178, 0.12290646135807037, 0.16315966844558716]",17.970738172531128
single,92,"[0.055648550391197205, 0.03768310695886612, 0.029483428224921227, 0.02520269714295864, 0.023307938128709793]","[0.05440390855073929, 0.02482479065656662, 0.017050523310899734, 0.010610420256853104, 0.007262324448674917]","[0.1856193095445633, 0.15939798951148987, 0.13211704790592194, 0.12824568152427673, 0.11561267077922821]","[0.22678151726722717, 0.14791370928287506, 0.11860332638025284, 0.08773723244667053, 0.06990939378738403]",19.774433612823486
single,93,"[0.04677778482437134, 0.030514588579535484, 0.025178994983434677, 0.025816939771175385, 0.02021799050271511]","[0.04356490448117256, 0.02711017243564129, 0.011672906577587128, 0.013650133274495602, 0.012305251322686672]","[0.16160432994365692, 0.14078181982040405, 0.12985141575336456, 0.1242719292640686, 0.1108478382229805]","[0.2023514360189438, 0.15651148557662964, 0.09564228355884552, 0.10518477112054825, 0.09825422614812851]",18.60031509399414
single,94,"[0.03748951852321625, 0.02911626547574997, 0.024419942870736122, 0.027092114090919495, 0.023759838193655014]","[0.016348175704479218, 0.009461742825806141, 0.016492919996380806, 0.019512299448251724, 0.006560896057635546]","[0.15276357531547546, 0.1347159743309021, 0.12186721712350845, 0.12775729596614838, 0.12380453944206238]","[0.11513213813304901, 0.08179733902215958, 0.11668804287910461, 0.12878580391407013, 0.06638266146183014]",19.816162109375
single,95,"[0.05474815517663956, 0.03792367875576019, 0.02610127069056034, 0.026139428839087486, 0.02353425696492195]","[0.054299384355545044, 0.023211754858493805, 0.028059547767043114, 0.014774877578020096, 0.0067777787335217]","[0.181765615940094, 0.1595705896615982, 0.13088171184062958, 0.13093793392181396, 0.1233290284872055]","[0.2267136573791504, 0.14245449006557465, 0.15824832022190094, 0.1084023118019104, 0.06736396998167038]",18.55288529396057
single,96,"[0.04149990901350975, 0.026317229494452477, 0.02296140417456627, 0.023708930239081383, 0.017117241397500038]","[0.023312250152230263, 0.01351616345345974, 0.0065206545405089855, 0.006199027877300978, 0.008650440722703934]","[0.1599561870098114, 0.13763798773288727, 0.11830870807170868, 0.11998318880796432, 0.10548143833875656]","[0.14229033887386322, 0.10184550285339355, 0.06537710130214691, 0.06337768584489822, 0.07770498096942902]",19.69777822494507
single,97,"[0.07654371857643127, 0.042601052671670914, 0.03410978987812996, 0.029475858435034752, 0.026230361312627792]","[0.03080221824347973, 0.016349323093891144, 0.013616418465971947, 0.008134215138852596, 0.02047002874314785]","[0.21887502074241638, 0.1635700762271881, 0.15093401074409485, 0.13862302899360657, 0.13101103901863098]","[0.16853736340999603, 0.11820008605718613, 0.10622388869524002, 0.07734104990959167, 0.13466592133045197]",18.149373292922974
single,98,"[0.037038229405879974, 0.02946716733276844, 0.02328919991850853, 0.01932373456656933, 0.016222340986132622]","[0.024171074852347374, 0.014705694280564785, 0.01084076426923275, 0.00862046517431736, 0.011947250925004482]","[0.15411768853664398, 0.13892267644405365, 0.11872787028551102, 0.11218433082103729, 0.1014913022518158]","[0.14388218522071838, 0.10640300810337067, 0.08852725476026535, 0.07810638844966888, 0.09387209266424179]",18.755915880203247
single,99,"[0.05219729244709015, 0.02912835031747818, 0.021991319954395294, 0.020088372752070427, 0.022096950560808182]","[0.023008011281490326, 0.03526967391371727, 0.0220611821860075, 0.027361296117305756, 0.018382705748081207]","[0.1802089512348175, 0.13964548707008362, 0.11936917155981064, 0.11125656217336655, 0.12045314908027649]","[0.14238320291042328, 0.1802535206079483, 0.1390058696269989, 0.15669378638267517, 0.12498346716165543]",19.647157430648804
combined,0,"[0.06990951299667358, 0.03154174983501434, 0.02958368882536888, 0.021910572424530983, 0.02055998332798481]","[0.027496598660945892, 0.022739190608263016, 0.015655284747481346, 0.006728585809469223, 0.011807836592197418]","[0.21092458069324493, 0.14098869264125824, 0.13198363780975342, 0.11920256912708282, 0.11155880242586136]","[0.15809236466884613, 0.1425715535879135, 0.11590408533811569, 0.0686732605099678, 0.09809587150812149]",18.686392784118652
combined,1,"[0.04985256865620613, 0.029671983793377876, 0.022414732724428177, 0.01790253445506096, 0.01915370486676693]","[0.00924490112811327, 0.002950920257717371, 0.002513692481443286, 0.004135234747081995, 0.004898815415799618]","[0.18109291791915894, 0.13249772787094116, 0.11621327698230743, 0.10022388398647308, 0.11121878772974014]","[0.08266229182481766, 0.040673885494470596, 0.03812422975897789, 0.050131574273109436, 0.0557052381336689]",19.732234716415405
combined,2,"[0.05920732393860817, 0.03016580268740654, 0.03038809821009636, 0.020310789346694946, 0.023427171632647514]","[0.00650362204760313, 0.017363596707582474, 0.004399954341351986, 0.011996963992714882, 0.009658810682594776]","[0.18924793601036072, 0.13263700902462006, 0.13654114305973053, 0.11158859729766846, 0.12449488788843155]","[0.06559283286333084, 0.12116790562868118, 0.05185110121965408, 0.09676790237426758, 0.08424084633588791]",23.747806787490845
combined,3,"[0.053628068417310715, 0.030941441655158997, 0.02550446428358555, 0.025220736861228943, 0.022091897204518318]","[0.02966485358774662, 0.020452585071325302, 0.032190486788749695, 0.025971055030822754, 0.015894491225481033]","[0.17935024201869965, 0.13801681995391846, 0.13173729181289673, 0.1277509182691574, 0.12128446996212006]","[0.16393731534481049, 0.1330498605966568, 0.17104262113571167, 0.15159723162651062, 0.1138007640838623]",19.647112131118774
combined,4,"[0.061681270599365234, 0.03322650119662285, 0.027553750202059746, 0.025484198704361916, 0.024021603167057037]","[0.03140104562044144, 0.011834897100925446, 0.008804451674222946, 0.005071286577731371, 0.009311476722359657]","[0.1918332576751709, 0.14382344484329224, 0.13517941534519196, 0.12811310589313507, 0.1247105821967125]","[0.1693688929080963, 0.09578453749418259, 0.0793323963880539, 0.0558774508535862, 0.08178362250328064]",23.77952218055725
combined,5,"[0.04946040362119675, 0.04269154369831085, 0.028943877667188644, 0.020703742280602455, 0.01791362464427948]","[0.059495631605386734, 0.021149206906557083, 0.015752200037240982, 0.017094511538743973, 0.01430025976151228]","[0.1874101758003235, 0.17064613103866577, 0.13970130681991577, 0.11852104216814041, 0.10587559640407562]","[0.23769284784793854, 0.13571582734584808, 0.11420252174139023, 0.12007516622543335, 0.10780052840709686]",18.66063690185547
combined,6,"[0.06727071851491928, 0.03509221598505974, 0.03395627811551094, 0.026866918429732323, 0.021459387615323067]","[0.05940501391887665, 0.031400591135025024, 0.020086467266082764, 0.02204928919672966, 0.009112201631069183]","[0.19632798433303833, 0.1567075252532959, 0.14337722957134247, 0.1278931349515915, 0.12095849215984344]","[0.23818714916706085, 0.1695736050605774, 0.13195346295833588, 0.1390775740146637, 0.081156425178051]",19.97667694091797
combined,7,"[0.060298167169094086, 0.034419357776641846, 0.024142775684595108, 0.019672982394695282, 0.020573044195771217]","[0.012534935027360916, 0.00942208245396614, 0.01771995984017849, 0.005811819341033697, 0.012934593483805656]","[0.1997600495815277, 0.15083441138267517, 0.12368148565292358, 0.11178743839263916, 0.11276207119226456]","[0.10077501833438873, 0.08386407047510147, 0.1234520971775055, 0.06179482117295265, 0.10248663276433945]",23.85016393661499
combined,8,"[0.07250544428825378, 0.03630375117063522, 0.037075888365507126, 0.029644537717103958, 0.02228103205561638]","[0.07084853202104568, 0.046476636081933975, 0.032585930079221725, 0.020362529903650284, 0.0357147753238678]","[0.2188766896724701, 0.15485429763793945, 0.15562503039836884, 0.13580289483070374, 0.12316539138555527]","[0.2609752416610718, 0.20904535055160522, 0.17245520651340485, 0.13232958316802979, 0.18063949048519135]",19.925704956054688
combined,9,"[0.06591092050075531, 0.030686361715197563, 0.0246012844145298, 0.024512872099876404, 0.01859455555677414]","[0.04314238205552101, 0.028331419453024864, 0.014335844665765762, 0.015507318079471588, 0.017487499862909317]","[0.2111523449420929, 0.14500118792057037, 0.12787778675556183, 0.1268465220928192, 0.10914693027734756]","[0.2008044421672821, 0.16014565527439117, 0.10899265110492706, 0.11454951018095016, 0.1225636750459671]",18.829888343811035
combined,10,"[0.05100003629922867, 0.03227870166301727, 0.022918233647942543, 0.021186040714383125, 0.02362227812409401]","[0.02582455426454544, 0.040762465447187424, 0.022386128082871437, 0.012187597341835499, 0.016055678948760033]","[0.18209990859031677, 0.13931725919246674, 0.12855151295661926, 0.1121693029999733, 0.12527328729629517]","[0.15153442323207855, 0.19381698966026306, 0.13811860978603363, 0.09476616233587265, 0.11261021345853806]",23.75132918357849
combined,11,"[0.03807345777750015, 0.02673746459186077, 0.025043142959475517, 0.021091653034090996, 0.019244205206632614]","[0.0071096960455179214, 0.013272329233586788, 0.006536686792969704, 0.008762425743043423, 0.009453612379729748]","[0.15313538908958435, 0.12980356812477112, 0.13077963888645172, 0.11827488988637924, 0.11490506678819656]","[0.0678822323679924, 0.10161928832530975, 0.0651434138417244, 0.07786113768815994, 0.08163892477750778]",18.74347233772278
combined,12,"[0.06444892287254333, 0.03716143220663071, 0.029771214351058006, 0.030413325875997543, 0.022450070828199387]","[0.023985346779227257, 0.019647832959890366, 0.024866212159395218, 0.013783544301986694, 0.011006258428096771]","[0.19085638225078583, 0.16104155778884888, 0.13875794410705566, 0.14347481727600098, 0.11888366937637329]","[0.14629612863063812, 0.13108699023723602, 0.14962272346019745, 0.10674312710762024, 0.09294933825731277]",23.871288299560547
combined,13,"[0.07875092327594757, 0.029681619256734848, 0.024366451427340508, 0.026906078681349754, 0.024647288024425507]","[0.03024512529373169, 0.010435199365019798, 0.00768432067707181, 0.0038922263775020838, 0.005362679250538349]","[0.21201638877391815, 0.13439136743545532, 0.12299302220344543, 0.13037154078483582, 0.12937282025814056]","[0.16788619756698608, 0.09196241199970245, 0.07586979120969772, 0.04938481003046036, 0.06042551249265671]",20.118584632873535
combined,14,"[0.05176793038845062, 0.03570903465151787, 0.028641078621149063, 0.021128393709659576, 0.020451189950108528]","[0.07319838553667068, 0.03369550779461861, 0.0066179512068629265, 0.01536630280315876, 0.016248177736997604]","[0.18964317440986633, 0.153782919049263, 0.13665986061096191, 0.11500975489616394, 0.11304302513599396]","[0.2652462124824524, 0.17557522654533386, 0.06541179865598679, 0.11141625046730042, 0.11501265317201614]",18.95163321495056
combined,15,"[0.10080049932003021, 0.040205687284469604, 0.028911389410495758, 0.02643573470413685, 0.022202258929610252]","[0.09342853724956512, 0.04420368745923042, 0.02152179554104805, 0.019411152228713036, 0.02064531482756138]","[0.2480195164680481, 0.1620689481496811, 0.1391071230173111, 0.13114705681800842, 0.11813254654407501]","[0.300818532705307, 0.20331846177577972, 0.13728702068328857, 0.1292629837989807, 0.13371391594409943]",24.98542308807373
combined,16,"[0.06605792045593262, 0.03555048629641533, 0.027283472940325737, 0.02761368826031685, 0.021826017647981644]","[0.020437117666006088, 0.009259793907403946, 0.003071984276175499, 0.009178521111607552, 0.014157470315694809]","[0.19075264036655426, 0.15277598798274994, 0.13081781566143036, 0.1329021006822586, 0.11619345843791962]","[0.13397692143917084, 0.08403965830802917, 0.04244045540690422, 0.08373323082923889, 0.10882223397493362]",19.05359721183777
combined,17,"[0.044605497270822525, 0.032361820340156555, 0.026362288743257523, 0.019457977265119553, 0.020160021260380745]","[0.008424957282841206, 0.0034854505211114883, 0.005232314579188824, 0.004383644554764032, 0.005713930353522301]","[0.17646940052509308, 0.1422189623117447, 0.1330481618642807, 0.1161327138543129, 0.1136515811085701]","[0.07641692459583282, 0.0436660535633564, 0.05738035961985588, 0.05101991817355156, 0.06076551228761673]",18.640430450439453
combined,18,"[0.05526250600814819, 0.03491416573524475, 0.02557922899723053, 0.02477995678782463, 0.02351856790482998]","[0.055841561406850815, 0.016726523637771606, 0.014148153364658356, 0.03775184601545334, 0.018065117299556732]","[0.18577627837657928, 0.1514989137649536, 0.12829075753688812, 0.12421971559524536, 0.11931382864713669]","[0.23090121150016785, 0.12064547836780548, 0.10948588699102402, 0.188070148229599, 0.12492566555738449]",20.18214774131775
combined,19,"[0.07359936833381653, 0.028900470584630966, 0.027803771197795868, 0.026053685694932938, 0.030750591307878494]","[0.053375158458948135, 0.0380377471446991, 0.04458734020590782, 0.006004230119287968, 0.016805678606033325]","[0.20905067026615143, 0.13585616648197174, 0.13458199799060822, 0.12441331893205643, 0.14000430703163147]","[0.22510772943496704, 0.18778468668460846, 0.20417018234729767, 0.06131206825375557, 0.11760871112346649]",23.81599521636963
combined,20,"[0.0627170205116272, 0.039812736213207245, 0.026190785691142082, 0.022253207862377167, 0.024046720936894417]","[0.02293432503938675, 0.01622716709971428, 0.02583836205303669, 0.023209165781736374, 0.021527132019400597]","[0.19787925481796265, 0.1602058708667755, 0.1305798888206482, 0.12011469900608063, 0.12235604226589203]","[0.14225097000598907, 0.11631210893392563, 0.15196682512760162, 0.14313961565494537, 0.13696888089179993]",19.803696393966675
combined,21,"[0.06140438839793205, 0.027520090341567993, 0.025881022214889526, 0.02316194772720337, 0.022546587511897087]","[0.009752405807375908, 0.018218932673335075, 0.02476426772773266, 0.04857258498668671, 0.022391302511096]","[0.19671307504177094, 0.13344736397266388, 0.12479393184185028, 0.12122833728790283, 0.12095668166875839]","[0.0871436819434166, 0.12748141586780548, 0.1509796530008316, 0.2158643901348114, 0.14267200231552124]",18.821846961975098
combined,22,"[0.07568954676389694, 0.026549790054559708, 0.026440758258104324, 0.021276554092764854, 0.024146299809217453]","[0.012642210349440575, 0.010411394760012627, 0.013951093889772892, 0.008582818321883678, 0.018331419676542282]","[0.20863473415374756, 0.12739714980125427, 0.122776560485363, 0.11393659561872482, 0.12569184601306915]","[0.10262751579284668, 0.09175959974527359, 0.10966156423091888, 0.08116987347602844, 0.12739457190036774]",18.45747947692871
combined,23,"[0.0587916299700737, 0.03857732564210892, 0.02328386902809143, 0.02346590906381607, 0.018002614378929138]","[0.03066488914191723, 0.014706089161336422, 0.004653504118323326, 0.015111728571355343, 0.005160909611731768]","[0.18718597292900085, 0.15639252960681915, 0.12662820518016815, 0.12609729170799255, 0.11059501767158508]","[0.1674513816833496, 0.11077705025672913, 0.05371678248047829, 0.11221375316381454, 0.05733191967010498]",19.228089332580566
combined,24,"[0.06584585458040237, 0.03638322278857231, 0.0290612131357193, 0.023414436727762222, 0.02423972636461258]","[0.02699524722993374, 0.02525908499956131, 0.01421322487294674, 0.01817607879638672, 0.009914273396134377]","[0.20536170899868011, 0.15609443187713623, 0.13600830733776093, 0.12161235511302948, 0.12329450994729996]","[0.1568901091814041, 0.15114352107048035, 0.10872199386358261, 0.1254003942012787, 0.08655978739261627]",18.97541069984436
combined,25,"[0.05419076234102249, 0.027170339599251747, 0.02359825186431408, 0.019404543563723564, 0.023458829149603844]","[0.020722366869449615, 0.011656846851110458, 0.010460278019309044, 0.009190143086016178, 0.006717713549733162]","[0.19300128519535065, 0.13429340720176697, 0.12192090600728989, 0.11349872499704361, 0.12405870109796524]","[0.13457705080509186, 0.09537650644779205, 0.08913546055555344, 0.08206245303153992, 0.06743912398815155]",20.53739833831787
combined,26,"[0.06598815321922302, 0.030205102637410164, 0.026741323992609978, 0.023459656164050102, 0.020308028906583786]","[0.017516139894723892, 0.013703225180506706, 0.017328081652522087, 0.010968007147312164, 0.01214398629963398]","[0.20067977905273438, 0.13701245188713074, 0.12980179488658905, 0.12225329875946045, 0.11153480410575867]","[0.12271060794591904, 0.10603499412536621, 0.12135978043079376, 0.09108171612024307, 0.09675484150648117]",19.04653024673462
combined,27,"[0.049384236335754395, 0.033271320164203644, 0.026779670268297195, 0.018677566200494766, 0.0191344004124403]","[0.022509511560201645, 0.012036476284265518, 0.0035859053023159504, 0.01267984788864851, 0.010000264272093773]","[0.18278583884239197, 0.146344855427742, 0.12996970117092133, 0.11208812892436981, 0.11198286712169647]","[0.14052174985408783, 0.09696383774280548, 0.04558845981955528, 0.10130669176578522, 0.08686748147010803]",20.17662239074707
